edit_history_tweet_ids,text,public_metrics,created_at,id,entities,geo
['1123590212695875589'],RT @jaketapper: White House is working to designate Muslim Brotherhood a terrorist organization - CNNPolitics https://t.co/28kYsBidQ9,"{'retweet_count': 747, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",2019-05-01T14:09:16.000Z,1123590212695875589,"{'mentions': [{'start': 3, 'end': 14, 'username': 'jaketapper', 'id': '14529929'}], 'urls': [{'start': 110, 'end': 133, 'url': 'https://t.co/28kYsBidQ9', 'expanded_url': 'https://www.cnn.com/2019/04/30/politics/trump-administration-muslim-brotherhood-terrorist-group/index.html', 'display_url': 'cnn.com/2019/04/30/pol…', 'status': 200, 'unwound_url': 'https://www.cnn.com/2019/04/30/politics/trump-administration-muslim-brotherhood-terrorist-group/index.html'}], 'annotations': [{'start': 16, 'end': 26, 'probability': 0.7918, 'type': 'Place', 'normalized_text': 'White House'}, {'start': 59, 'end': 69, 'probability': 0.5077, 'type': 'Organization', 'normalized_text': 'Brotherhood'}, {'start': 98, 'end': 108, 'probability': 0.7481, 'type': 'Organization', 'normalized_text': 'CNNPolitics'}]}",
['1123532004153266177'],RT @amvetsupport: Every day I see less morality and values from this corrupt presidency. Here is my position. Don’t any of you trump suppor…,"{'retweet_count': 169, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",2019-05-01T10:17:58.000Z,1123532004153266177,"{'mentions': [{'start': 3, 'end': 16, 'username': 'amvetsupport', 'id': '755946560794558464'}]}",
['1123527927268806656'],realDonaldTrump #tinyhands not my president https://t.co/yHUYokawoi,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",2019-05-01T10:01:46.000Z,1123527927268806656,"{'urls': [{'start': 44, 'end': 67, 'url': 'https://t.co/yHUYokawoi', 'expanded_url': 'https://twitter.com/MostDelectable/status/1123527927268806656/photo/1', 'display_url': 'pic.twitter.com/yHUYokawoi', 'media_key': '3_1123527926199259136'}], 'hashtags': [{'start': 16, 'end': 26, 'tag': 'tinyhands'}], 'annotations': [{'start': 0, 'end': 14, 'probability': 0.5347, 'type': 'Person', 'normalized_text': 'realDonaldTrump'}]}",
['1123683993147379712'],RT @kodakvon: fuck instructions how hard is it to go crazy on the clit whirl going stupid with fingers y’all niggas retards https://t.co/AQ…,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",2019-05-01T20:21:55.000Z,1123683993147379712,"{'mentions': [{'start': 3, 'end': 12, 'username': 'KodakVon', 'id': '1491199575750848512'}]}",
['1130178839332696064'],"RT @M3lchyyy: Before mdeportiwe nadai kuwashow 
"" Petite girls are the shit😍😍😋 ""","{'retweet_count': 53, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",2019-05-19T18:30:07.000Z,1130178839332696064,"{'mentions': [{'start': 3, 'end': 12, 'username': 'M3lchyyy', 'id': '990160670527246344'}]}",
['1126786423363973120'],"you know they want to ""lock her up"" https://t.co/ppYJI094Gw","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",2019-05-10T09:49:52.000Z,1126786423363973120,"{'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/ppYJI094Gw', 'expanded_url': 'https://twitter.com/mjs_DC/status/1125857889011236864', 'display_url': 'twitter.com/mjs_DC/status/…'}]}",
['1126970146436915206'],therefore cats are inferior FUCK U if you love cats https://t.co/w4Sl1SrooI,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0, 'impression_count': 0}",2019-05-10T21:59:55.000Z,1126970146436915206,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/w4Sl1SrooI', 'expanded_url': 'https://twitter.com/elonmusk/status/1126944861221900288', 'display_url': 'twitter.com/elonmusk/statu…'}]}",
['1123645770450780166'],RT @ProudResister: Bill Barr is a traitor. Lindsey Graham is a traitor. Mitch McConnell is a traitor. Donald Trump is a traitor. But if Dem…,"{'retweet_count': 6765, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",2019-05-01T17:50:02.000Z,1123645770450780166,"{'mentions': [{'start': 3, 'end': 17, 'username': 'ProudResister', 'id': '1258594071678836739'}], 'annotations': [{'start': 19, 'end': 27, 'probability': 0.9678, 'type': 'Person', 'normalized_text': 'Bill Barr'}, {'start': 43, 'end': 56, 'probability': 0.9549, 'type': 'Person', 'normalized_text': 'Lindsey Graham'}, {'start': 72, 'end': 86, 'probability': 0.966, 'type': 'Person', 'normalized_text': 'Mitch McConnell'}, {'start': 102, 'end': 113, 'probability': 0.9414, 'type': 'Person', 'normalized_text': 'Donald Trump'}]}",
['1130216869091262465'],"RT @chasefoland: Jake Paul: bro, you’re a bully and you hurt my feelings

Cody Ko:

 https://t.co/zKsksS8lb5","{'retweet_count': 16068, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",2019-05-19T21:01:14.000Z,1130216869091262465,"{'mentions': [{'start': 3, 'end': 15, 'username': 'chasefoland', 'id': '818958942692843521'}], 'urls': [{'start': 85, 'end': 108, 'url': 'https://t.co/zKsksS8lb5', 'expanded_url': 'https://twitter.com/the_howellowl/status/1130180258727170051/video/1', 'display_url': 'pic.twitter.com/zKsksS8lb5', 'media_key': '7_1130180217052565505'}], 'annotations': [{'start': 17, 'end': 25, 'probability': 0.9394, 'type': 'Person', 'normalized_text': 'Jake Paul'}, {'start': 74, 'end': 80, 'probability': 0.5857, 'type': 'Person', 'normalized_text': 'Cody Ko'}]}",
['1123617475671810050'],Men are  TRASH! 💔 I’m a victim of rape I’m just not as strong to come out. I guess I just did. Fuck niggas. https://t.co/V5tZcSHMtD,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0, 'impression_count': 0}",2019-05-01T15:57:36.000Z,1123617475671810050,"{'urls': [{'start': 108, 'end': 131, 'url': 'https://t.co/V5tZcSHMtD', 'expanded_url': 'https://twitter.com/JamesDean_Damit/status/1123396935610720257', 'display_url': 'twitter.com/JamesDean_Dami…'}]}",
