entities,created_at,text,edit_history_tweet_ids,public_metrics,id
"{'urls': [{'start': 95, 'end': 118, 'url': 'https://t.co/yog1LxyvBY', 'expanded_url': 'https://twitter.com/90sshane/status/1123195436452470784/video/1', 'display_url': 'pic.twitter.com/yog1LxyvBY', 'media_key': '7_1123194995400376320'}]}",2019-05-01T21:38:26.000Z,"RT @90sshane: How u gon say pissy pamper trash, my damn dog turnin up to that shit u bitch boi https://t.co/yog1LxyvBY",['1123703249176076288'],"{'retweet_count': 1510, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123703249176076288
"{'annotations': [{'start': 0, 'end': 13, 'probability': 0.9277, 'type': 'Person', 'normalized_text': 'Johnny Joestar'}]}",2019-05-01T09:19:18.000Z,"Johnny Joestar, you son of a bitch!",['1123517240219918336'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123517240219918336
"{'mentions': [{'start': 14, 'end': 22, 'username': 'darcar4', 'id': '1394398477719855106'}, {'start': 23, 'end': 30, 'username': 'ReeseW', 'id': '1198406491'}, {'start': 31, 'end': 37, 'username': 'PPact', 'id': '22162854'}, {'start': 38, 'end': 43, 'username': 'ACLU', 'id': '13393052'}]}",2019-05-19T09:44:47.000Z,"@SamarasBritt @Darcar4 @ReeseW @PPact @ACLU Well, she’s probably too busy railing against entitlements and freeloaders to worry about kids that exist.",['1130046634883108864'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'impression_count': 0}",1130046634883108864
"{'annotations': [{'start': 51, 'end': 55, 'probability': 0.9568, 'type': 'Person', 'normalized_text': 'Trump'}, {'start': 94, 'end': 102, 'probability': 0.829, 'type': 'Person', 'normalized_text': 'TrumpLies'}], 'hashtags': [{'start': 93, 'end': 103, 'tag': 'TrumpLies'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'LadyRaven3', 'id': '467159368'}, {'start': 16, 'end': 31, 'username': 'ForeverLogical', 'id': '4809408511'}, {'start': 32, 'end': 40, 'username': 'michi83', 'id': '1438141071435894792'}]}",2019-05-02T02:36:33.000Z,"RT @LadyRaven3: @ForeverLogical @michi83 .
Typical Trump. He’s a conman &amp; liar. 

Proven #TrumpLies in excess of 10,111 in 2.25 years. 😳…",['1123778272704200709'],"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123778272704200709
,2019-05-01T21:58:08.000Z,She's a half an hour fucking late I'm pissed,['1123708206843355137'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123708206843355137
"{'annotations': [{'start': 24, 'end': 30, 'probability': 0.4988, 'type': 'Other', 'normalized_text': 'Lindsey'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'Incatnito1', 'id': '912179231253135361'}, {'start': 16, 'end': 23, 'username': 'dcpoll', 'id': '22929686'}]}",2019-05-01T21:36:47.000Z,"RT @Incatnito1: @dcpoll Lindsey, it’s not over until the fat lady sings! But you probably don’t know any, fat or otherwise!",['1123702833939931139'],"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123702833939931139
"{'annotations': [{'start': 31, 'end': 38, 'probability': 0.5713, 'type': 'Other', 'normalized_text': 'columbus'}], 'mentions': [{'start': 3, 'end': 16, 'username': 'swanksdaleon', 'id': '3188951077'}]}",2019-05-10T20:15:09.000Z,RT @swanksdaleon: quit blaming columbus for your clown ass personality traits lol the quality of your life won’t improve in another city ca…,['1126943781062959104'],"{'retweet_count': 24, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1126943781062959104
"{'mentions': [{'start': 0, 'end': 10, 'username': 'chutinona', 'id': '340145307'}]}",2019-05-01T09:54:31.000Z,@chutinona The worst thing is there’re counterfeits. You could actually die 😕 I don’t trust wow 😜,['1123526102780014594'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123526102780014594
"{'mentions': [{'start': 0, 'end': 16, 'username': 'rosaliecastardo', 'id': '172151854'}, {'start': 17, 'end': 26, 'username': 'warriors', 'id': '26270913'}]}",2019-05-11T01:29:03.000Z,@rosaliecastardo @warriors He is so stupid,['1127022776555048962'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1127022776555048962
"{'annotations': [{'start': 41, 'end': 45, 'probability': 0.4457, 'type': 'Person', 'normalized_text': 'JORAH'}], 'urls': [{'start': 47, 'end': 70, 'url': 'https://t.co/jnT4QZGqAM', 'expanded_url': 'https://twitter.com/JoeMurph/status/1126914759557775360', 'display_url': 'twitter.com/JoeMurph/statu…'}]}",2019-05-10T19:30:10.000Z,HOW THE FUCK ARE YOU GONNA NAME YOUR KID JORAH https://t.co/jnT4QZGqAM,['1126932460640534530'],"{'retweet_count': 8, 'reply_count': 10, 'like_count': 40, 'quote_count': 2, 'impression_count': 0}",1126932460640534530
"{'mentions': [{'start': 3, 'end': 11, 'username': '__leshh', 'id': '46922976'}]}",2019-05-01T19:07:01.000Z,RT @__leshh: I been laughing at this shit for the past 20 minutes 😂😂😂this nigga just knew he was bouta die. It was all in his face https://…,['1123665143936704512'],"{'retweet_count': 6101, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123665143936704512
"{'mentions': [{'start': 3, 'end': 7, 'username': 's8n', 'id': '13615722'}]}",2019-05-19T12:07:48.000Z,RT @s8n: Get out of church you traitors,['1130082626205835264'],"{'retweet_count': 977, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1130082626205835264
"{'annotations': [{'start': 15, 'end': 19, 'probability': 0.491, 'type': 'Person', 'normalized_text': 'Kawhi'}]}",2019-05-20T02:13:43.000Z,They gone kill Kawhi!!! He dead ass tired,['1130295508109615104'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1130295508109615104
"{'mentions': [{'start': 0, 'end': 12, 'username': 'lukeoneil47', 'id': '108338399'}, {'start': 13, 'end': 25, 'username': 'IvankaTrump', 'id': '52544275'}]}",2019-05-10T23:02:41.000Z,@lukeoneil47 @IvankaTrump dumbass.  No clue regarding government.  Just daddies pet,['1126985942173147136'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 0}",1126985942173147136
"{'annotations': [{'start': 121, 'end': 135, 'probability': 0.7607, 'type': 'Other', 'normalized_text': 'TheBiggestLoser'}], 'hashtags': [{'start': 120, 'end': 136, 'tag': 'TheBiggestLoser'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'realDonaldTrump', 'id': '25073877'}, {'start': 17, 'end': 32, 'username': 'MariaBartiromo', 'id': '208155240'}]}",2019-05-11T03:11:21.000Z,@realDonaldTrump @MariaBartiromo I can't figure out why anyone would trust  the loser that lost over a billion dollars  #TheBiggestLoser,['1127048521209786374'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'impression_count': 0}",1127048521209786374
"{'mentions': [{'start': 3, 'end': 13, 'username': 'IBJIYONGI', 'id': '14981648'}, {'start': 19, 'end': 32, 'username': 'NatashaTynes', 'id': '11805932'}], 'urls': [{'start': 57, 'end': 80, 'url': 'https://t.co/cOsRcSlv5J', 'expanded_url': 'https://twitter.com/IBJIYONGI/status/1126845176486539265/photo/1', 'display_url': 'pic.twitter.com/cOsRcSlv5J', 'media_key': '3_1126845165581283328'}, {'start': 57, 'end': 80, 'url': 'https://t.co/cOsRcSlv5J', 'expanded_url': 'https://twitter.com/IBJIYONGI/status/1126845176486539265/photo/1', 'display_url': 'pic.twitter.com/cOsRcSlv5J', 'media_key': '3_1126845165614841856'}]}",2019-05-10T20:38:02.000Z,RT @IBJIYONGI: Wow @NatashaTynes you’re a fucking snitch https://t.co/cOsRcSlv5J,['1126949539821359105'],"{'retweet_count': 8079, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1126949539821359105
"{'annotations': [{'start': 84, 'end': 87, 'probability': 0.5168, 'type': 'Person', 'normalized_text': 'Hans'}, {'start': 156, 'end': 161, 'probability': 0.5397, 'type': 'Other', 'normalized_text': 'Caster'}]}",2019-05-01T15:54:14.000Z,"@Andersen_Says *She nodded and smiled. A thousand words through a smile. People say Hans was stubborn, foul, mean-spirited... But perhaps the violet-haired Caster saw it differently...

Through the eyes of both wonder and color...*",['1123616628447383554'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123616628447383554
"{'annotations': [{'start': 17, 'end': 20, 'probability': 0.2598, 'type': 'Person', 'normalized_text': 'Liar'}], 'hashtags': [{'start': 0, 'end': 11, 'tag': 'BarrResign'}]}",2019-05-01T11:34:12.000Z,#BarrResign Liar Liar you should be fired but the President is a weenie and a meanie,['1123551188878753792'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1, 'impression_count': 0}",1123551188878753792
"{'mentions': [{'start': 0, 'end': 8, 'username': 'YanSlay', 'id': '711501926'}]}",2019-05-10T18:10:06.000Z,@YanSlay Lmfao you’re a loser!!,['1126912311191580672'],"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0, 'impression_count': 0}",1126912311191580672
"{'mentions': [{'start': 17, 'end': 32, 'username': 'daniellafrella', 'id': '596407236'}]}",2019-05-11T02:12:00.000Z,"Me: I smell weed
@daniellafrella : You’re like a drug dog",['1127033585310011394'],"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 0}",1127033585310011394
"{'annotations': [{'start': 59, 'end': 63, 'probability': 0.9731, 'type': 'Person', 'normalized_text': 'Trump'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'realDonaldTrump', 'id': '25073877'}, {'start': 17, 'end': 29, 'username': 'justinamash', 'id': '233842454'}]}",2019-05-19T14:21:03.000Z,@realDonaldTrump @justinamash His motive is to run against Trump. What moron!,['1130116159674683393'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1130116159674683393
,2019-05-19T21:07:11.000Z,@DemonLomoLatile As in 😆 😆. Some people need deliverance,['1130218366457790466'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1130218366457790466
"{'urls': [{'start': 59, 'end': 82, 'url': 'https://t.co/94SQkkXgdX', 'expanded_url': 'https://twitter.com/CFDA/status/1125576413904625664', 'display_url': 'twitter.com/CFDA/status/11…'}]}",2019-05-10T11:13:05.000Z,Does anyone else not think she was the worst dressed ?🥴🥴🥴🥴 https://t.co/94SQkkXgdX,['1126807365507010560'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'impression_count': 0}",1126807365507010560
"{'mentions': [{'start': 0, 'end': 14, 'username': 'Can2geterdone', 'id': '719662077934243840'}, {'start': 15, 'end': 21, 'username': 'POTUS', 'id': '1349149096909668363'}]}",2019-05-02T04:20:27.000Z,@Can2geterdone @POTUS He definitely is no judge! Just a mouth piece!,['1123804420003831813'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'impression_count': 0}",1123804420003831813
"{'mentions': [{'start': 0, 'end': 14, 'username': 'Alyssa_Milano', 'id': '26642006'}, {'start': 15, 'end': 26, 'username': 'benshapiro', 'id': '17995040'}]}",2019-05-10T23:47:36.000Z,"@Alyssa_Milano @benshapiro He couldn’t have come off like more of a terrified, whiny little baby if he tried!",['1126997245847584768'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'impression_count': 0}",1126997245847584768
"{'annotations': [{'start': 0, 'end': 3, 'probability': 0.5884, 'type': 'Other', 'normalized_text': 'Dany'}, {'start': 72, 'end': 74, 'probability': 0.5088, 'type': 'Person', 'normalized_text': 'Jon'}]}",2019-05-19T14:19:41.000Z,Dany is a dirty bitch. And she is going to kill everyone who knows that Jon is the rightful heir.,['1130115815737561095'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1130115815737561095
"{'mentions': [{'start': 0, 'end': 12, 'username': 'TCBrissette', 'id': '127124336'}]}",2019-05-02T03:21:57.000Z,@TCBrissette Because the refs do suck. They are pathetic actually,['1123789698005110784'],"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123789698005110784
,2019-05-11T02:52:38.000Z,Niggas be like I never worked a 9 to 5 Well shit when y’all hiring cause I’m tryna have the wonder bread to,['1127043811006394369'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1127043811006394369
"{'annotations': [{'start': 13, 'end': 16, 'probability': 0.9112, 'type': 'Person', 'normalized_text': 'Omar'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'DailyCaller', 'id': '39308549'}]}",2019-05-02T00:55:39.000Z,@DailyCaller Omar is a terrorist.,['1123752880392089600'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123752880392089600
"{'annotations': [{'start': 59, 'end': 63, 'probability': 0.4964, 'type': 'Other', 'normalized_text': 'Thors'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'TheOnlyCleoLuna', 'id': '516898722'}]}",2019-05-01T12:24:53.000Z,@TheOnlyCleoLuna All we know is they're idiots the size of Thors stomach 🙈,['1123563943782428672'],"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123563943782428672
"{'annotations': [{'start': 21, 'end': 30, 'probability': 0.6342, 'type': 'Person', 'normalized_text': 'arya finna'}, {'start': 49, 'end': 55, 'probability': 0.5685, 'type': 'Other', 'normalized_text': 'america'}], 'mentions': [{'start': 3, 'end': 19, 'username': 'DemetriusHarmon', 'id': '3105826730'}]}",2019-05-20T02:23:22.000Z,RT @DemetriusHarmon: arya finna fucking discover america,['1130297936582205441'],"{'retweet_count': 22715, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1130297936582205441
"{'mentions': [{'start': 0, 'end': 10, 'username': 'rumbunter', 'id': '45261799'}]}",2019-05-11T02:19:35.000Z,@rumbunter They activated the perpetual horseshoe up their ass this inning,['1127035493680594944'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1127035493680594944
"{'annotations': [{'start': 12, 'end': 17, 'probability': 0.5665, 'type': 'Other', 'normalized_text': 'Boners'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'lilbabyfae', 'id': '1066857497665908741'}]}",2019-05-01T15:40:57.000Z,@lilbabyfae Boners for days when you two get together.,['1123613285570568192'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 0}",1123613285570568192
"{'mentions': [{'start': 3, 'end': 16, 'username': 'pattonoswalt', 'id': '139162440'}, {'start': 37, 'end': 43, 'username': 'Chase', 'id': '274673392'}], 'urls': [{'start': 50, 'end': 73, 'url': 'https://t.co/em2QfmR2QW', 'expanded_url': 'https://twitter.com/Public_Citizen/status/1122932243742318593', 'display_url': 'twitter.com/Public_Citizen…'}]}",2019-05-01T15:44:25.000Z,RT @pattonoswalt: Oh my God fuck you @Chase bank. https://t.co/em2QfmR2QW,['1123614157981413377'],"{'retweet_count': 9901, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123614157981413377
"{'annotations': [{'start': 69, 'end': 74, 'probability': 0.7206, 'type': 'Person', 'normalized_text': 'Batman'}, {'start': 125, 'end': 139, 'probability': 0.9586, 'type': 'Other', 'normalized_text': 'Game of Thrones'}]}",2019-05-19T20:51:17.000Z,"Just to sum up this week, nobody gives a fuck who you think the next Batman should be, that you haven't liked this season of Game of Thrones, or if you are against abortion because of religious reasons.",['1130214365087576064'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0, 'impression_count': 0}",1130214365087576064
"{'mentions': [{'start': 0, 'end': 11, 'username': 'KayceSmith', 'id': '804838676'}, {'start': 12, 'end': 25, 'username': 'TylerStroud2', 'id': '1458283260363034626'}]}",2019-05-20T02:43:22.000Z,@KayceSmith @TylerStroud2 These feminists got to stop with this Dany shit,['1130302969768042497'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1130302969768042497
"{'annotations': [{'start': 21, 'end': 34, 'probability': 0.9518, 'type': 'Person', 'normalized_text': 'Lindsey Graham'}, {'start': 55, 'end': 60, 'probability': 0.3189, 'type': 'Other', 'normalized_text': 'Strzok'}, {'start': 83, 'end': 87, 'probability': 0.9428, 'type': 'Person', 'normalized_text': 'Trump'}], 'mentions': [{'start': 3, 'end': 19, 'username': 'AynRandPaulRyan', 'id': '755835576'}]}",2019-05-01T18:59:27.000Z,RT @AynRandPaulRyan: Lindsey Graham just read from the Strzok-Page text messages: “Trump is a fucking idiot” on national television in fron…,['1123663239735402501'],"{'retweet_count': 1420, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123663239735402501
"{'mentions': [{'start': 0, 'end': 9, 'username': 'RandPaul', 'id': '216881337'}]}",2019-05-10T18:08:29.000Z,@RandPaul Traitor,['1126911904322949120'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1126911904322949120
"{'urls': [{'start': 123, 'end': 146, 'url': 'https://t.co/YKMpTC7BRX', 'expanded_url': 'https://twitter.com/dorsycarts/status/1126748376760905728', 'display_url': 'twitter.com/dorsycarts/sta…'}]}",2019-05-10T08:29:47.000Z,"Okay, taetards think that I support this shit lol idiots indeed. Feel free to go over my profile para hindi kayo assuming. https://t.co/YKMpTC7BRX",['1126766269699461122'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1126766269699461122
,2019-05-11T00:52:33.000Z,RT @BIGBOSSTUNNA: I’m at a place in my life where.. all y’all can kiss my ass.😂😂,['1127013591041957888'],"{'retweet_count': 13384, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1127013591041957888
"{'annotations': [{'start': 0, 'end': 9, 'probability': 0.6721, 'type': 'Other', 'normalized_text': 'Blumenthal'}], 'urls': [{'start': 65, 'end': 88, 'url': 'https://t.co/nNBwI0ijy5', 'expanded_url': 'https://twitter.com/ABC/status/1123647693752897537', 'display_url': 'twitter.com/ABC/status/112…'}]}",2019-05-01T18:00:11.000Z,Blumenthal is a blooming idiot! Never understood a word he said! https://t.co/nNBwI0ijy5,['1123648324765134848'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123648324765134848
,2019-05-10T22:17:53.000Z,Yal Ever Had A Ex You Just Wish You Never Talked Too 😂🚮 Like Bitch Die!🖕🏽😴,['1126974667917615105'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1126974667917615105
"{'mentions': [{'start': 3, 'end': 12, 'username': 'BasedNas', 'id': '159639857'}]}",2019-05-01T12:12:56.000Z,RT @BasedNas: Telling me “awww thanks” after a compliment is = to saying “boy gtf ugly ass ashy ass nigga”,['1123560936466472961'],"{'retweet_count': 42, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123560936466472961
"{'mentions': [{'start': 0, 'end': 12, 'username': 'BradSherman', 'id': '30216513'}], 'urls': [{'start': 71, 'end': 94, 'url': 'https://t.co/Iow8Htkoxm', 'expanded_url': 'https://twitter.com/CryptoTaxInfo/status/1019775460245491713', 'display_url': 'twitter.com/CryptoTaxInfo/…'}]}",2019-05-10T11:52:06.000Z,@BradSherman And in case you forgot you're a genuinely terrible person https://t.co/Iow8Htkoxm,['1126817184376872961'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1126817184376872961
,2019-05-01T16:53:17.000Z,“you worried about the president he aint worried about you!”- some man walking around on the sidewalk w a microphone &amp; speaker,['1123631488854036481'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0, 'impression_count': 0}",1123631488854036481
"{'annotations': [{'start': 24, 'end': 28, 'probability': 0.3879, 'type': 'Other', 'normalized_text': 'MORON'}], 'hashtags': [{'start': 227, 'end': 230, 'tag': 'RT'}], 'mentions': [{'start': 34, 'end': 50, 'username': 'realDonaldTrump', 'id': '25073877'}, {'start': 231, 'end': 242, 'username': 'gtconway3d', 'id': '471677441'}, {'start': 243, 'end': 256, 'username': 'DebraMessing', 'id': '499073990'}, {'start': 257, 'end': 271, 'username': 'TheRickWilson', 'id': '19084896'}], 'urls': [{'start': 272, 'end': 295, 'url': 'https://t.co/Ranwcc5f2w', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1126815126584266753', 'display_url': 'twitter.com/realDonaldTrum…'}]}",2019-05-10T17:49:59.000Z,YOU TRULY ARE A F**KING MORON! .. @realDonaldTrump ..SIMPLY CLUELESS AS TO HOW TARIFFS WORK! 🤯🤯😡😡 NO WONDER YOU LOST A BILLION DOLLARS IN 10 YEARS!..TO BECOME THE NATION’S BIGGEST LOSER!  DADDY FRED KNEW YOU WHERE A IDIOT! 🤣🤣🤣 #RT @gtconway3d @DebraMessing @TheRickWilson https://t.co/Ranwcc5f2w,['1126907248641486848'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1126907248641486848
"{'annotations': [{'start': 63, 'end': 74, 'probability': 0.4028, 'type': 'Person', 'normalized_text': 'ForeverYoung'}], 'hashtags': [{'start': 62, 'end': 75, 'tag': 'ForeverYoung'}], 'mentions': [{'start': 3, 'end': 17, 'username': 'peacebeyondme', 'id': '821775510028095489'}]}",2019-05-10T21:14:46.000Z,RT @peacebeyondme: I plan on hosting my very own one-man show #ForeverYoung this year for all the people who fuck with me &amp; my music. 🙏🏾 I’…,['1126958784092545024'],"{'retweet_count': 193, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1126958784092545024
,2019-05-19T12:02:14.000Z,People get thick confused with fat. Alot of y’all not thick mfers out here getting big asf 😭 I cannot.,['1130081225291587584'],"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1130081225291587584
"{'mentions': [{'start': 3, 'end': 13, 'username': 'stasiaxo_', 'id': '2508765144'}]}",2019-05-19T22:40:19.000Z,RT @stasiaxo_: Its sad af when bitches joke about their abortions. Just trifling as fuck.,['1130241804245143552'],"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1130241804245143552
"{'mentions': [{'start': 0, 'end': 10, 'username': 'EricTrump', 'id': '39349894'}, {'start': 11, 'end': 27, 'username': 'realDonaldTrump', 'id': '25073877'}, {'start': 28, 'end': 32, 'username': 'CNN', 'id': '759251'}]}",2019-05-02T00:55:51.000Z,@EricTrump @realDonaldTrump @CNN You are such an idiot. No words for this tweet.,['1123752930706886656'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123752930706886656
,2019-05-02T04:34:20.000Z,Fuckin annoyed asf. Idk how people that do the bare fuckin minimum get mad at ppl that actually do shit,['1123807913875787776'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123807913875787776
"{'mentions': [{'start': 0, 'end': 11, 'username': 'BigMoneyyK', 'id': '58034485'}]}",2019-05-01T18:08:41.000Z,@BigMoneyyK Bitch call me,['1123650463897927680'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123650463897927680
"{'annotations': [{'start': 28, 'end': 35, 'probability': 0.8975, 'type': 'Person', 'normalized_text': 'Dr Seuss'}], 'mentions': [{'start': 14, 'end': 23, 'username': '_llebrun', 'id': '1059675376111312897'}]}",2019-05-10T10:56:24.000Z,@seussterhoff @_llebrun Get Dr Seuss’s words out of your mouth.  He once threatened to sue a prolife group that put that quote on their letterhead.,['1126803166991929344'],"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'impression_count': 0}",1126803166991929344
"{'urls': [{'start': 41, 'end': 64, 'url': 'https://t.co/KxSxOklJ6f', 'expanded_url': 'https://twitter.com/F4Failuree/status/1130015383107170311/photo/1', 'display_url': 'pic.twitter.com/KxSxOklJ6f', 'media_key': '3_1130015378388660225'}]}",2019-05-19T07:40:36.000Z,Then go date a fucking Duck then...Thot. https://t.co/KxSxOklJ6f,['1130015383107170311'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1130015383107170311
,2019-05-10T18:26:30.000Z,your momma so dumb she thought fight for 15 was about lowering the age of consent,['1126916438382514177'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0, 'impression_count': 0}",1126916438382514177
"{'annotations': [{'start': 21, 'end': 25, 'probability': 0.764, 'type': 'Person', 'normalized_text': 'Jesus'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'TuTuTullip', 'id': '1097106326843547648'}]}",2019-05-01T17:48:59.000Z,@TuTuTullip Not even Jesus can die for you,['1123645506230657024'],"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123645506230657024
"{'annotations': [{'start': 48, 'end': 50, 'probability': 0.9597, 'type': 'Organization', 'normalized_text': 'bts'}, {'start': 56, 'end': 61, 'probability': 0.7274, 'type': 'Person', 'normalized_text': 'halsey'}, {'start': 109, 'end': 114, 'probability': 0.801, 'type': 'Person', 'normalized_text': 'halsey'}], 'mentions': [{'start': 3, 'end': 13, 'username': 'thelastrm', 'id': '1127955059621236736'}]}",2019-05-01T12:35:34.000Z,RT @thelastrm: heterosexual fans getting mad at bts and halsey interacting are so fucking DUMB not only does halsey have a boyfriend it is…,['1123566632327159808'],"{'retweet_count': 8336, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1123566632327159808
"{'annotations': [{'start': 0, 'end': 4, 'probability': 0.6989, 'type': 'Other', 'normalized_text': 'Bitil'}, {'start': 19, 'end': 26, 'probability': 0.6136, 'type': 'Other', 'normalized_text': 'Bionicle'}], 'urls': [{'start': 73, 'end': 96, 'url': 'https://t.co/mH5Z0IqTMq', 'expanded_url': 'https://twitter.com/BionicleContent/status/1126777267185520641/photo/1', 'display_url': 'pic.twitter.com/mH5Z0IqTMq', 'media_key': '3_1126777263360364545'}]}",2019-05-10T09:13:29.000Z,Bitil is the worst Bionicle set. Absolutely atrocious. It can get fucked https://t.co/mH5Z0IqTMq,['1126777267185520641'],"{'retweet_count': 0, 'reply_count': 3, 'like_count': 8, 'quote_count': 0, 'impression_count': 0}",1126777267185520641
"{'mentions': [{'start': 3, 'end': 15, 'username': 'Gonzalovaa_', 'id': '883068145736568838'}], 'urls': [{'start': 80, 'end': 103, 'url': 'https://t.co/ohbxPXa5yl', 'expanded_url': 'https://twitter.com/HotFreestyle/status/1125853957333692416', 'display_url': 'twitter.com/HotFreestyle/s…'}]}",2019-05-10T23:42:22.000Z,"RT @Gonzalovaa_: bitch, are you dumb-d-dumb-dumb-dumb-d-dumb-dumb-dumb? Stoopid https://t.co/ohbxPXa5yl",['1126995928819347456'],"{'retweet_count': 30389, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",1126995928819347456
